sex,bs,n_breed,divorce,age,breed_exp,boldness,mate_boldness,year,last_bs
M,0.666666667,3,0,NA,3,0.9700464,0.8533622,2010,1
M,0.6,5,1,NA,6,1.093148,1.204226,2008,1
M,1,1,0,NA,6,1.093148,3.090168,2011,1
F,0.5,4,0,NA,4,2.059278,0.3926112,2011,1
M,0.5,4,0,NA,5,NA,NA,1993,0
M,0.6,5,0,NA,10,NA,NA,2003,1
M,1,1,0,NA,11,NA,NA,2005,1
M,0.5,2,0,NA,12,NA,NA,2006,1
M,1,3,0,NA,3,4.190668,2.840942,2011,1
F,1,2,0,NA,2,3.109796,NA,2010,1
M,0.666666667,3,0,NA,3,0.038892,0.4502542,2011,1
F,0.909090909,11,0,NA,11,1.744696,1.759514,2011,1
F,1,2,0,NA,2,1.347735,0.4965845,2010,1
F,0.5,2,0,NA,2,1.290092,1.750438,2009,1
F,1,2,0,NA,2,0.6110794,2.109796,2010,1
M,0,1,0,NA,2,NA,NA,1970,0
M,NA,1,0,NA,3,NA,NA,1973,NA
M,1,9,0,NA,11,NA,NA,1991,1
M,0,1,0,NA,2,NA,NA,1994,0
M,1,3,0,NA,5,NA,NA,2001,1
M,1,3,0,NA,7,NA,NA,2011,1
M,1,2,0,NA,2,4.519807,NA,2010,1
M,1,2,0,NA,2,2.821046,NA,2010,1
F,1,2,0,NA,2,1.247322,1.404814,2011,1
M,0.5,2,0,NA,2,2.359329,0.9868966,2011,1
F,0.777777778,9,0,NA,9,1.819745,0.5198069,2010,1
F,0,2,0,NA,2,1.192671,2.116921,2011,0
M,0.846153846,13,0,NA,13,NA,1.867457,2009,1
F,1,2,0,NA,2,2.546936,0.6481172,2011,1
NA,0,1,0,NA,2,0.8798374,NA,2011,0
F,1,1,0,NA,2,NA,NA,1973,1
F,0,3,0,NA,4,NA,NA,1976,0
NA,0,2,0,NA,2,NA,NA,1970,0
F,0,3,0,NA,3,NA,NA,1975,0
F,0.333333333,7,0,NA,8,NA,NA,1987,NA
F,1,1,1,NA,2,NA,NA,1971,1
F,0.6,6,0,NA,7,NA,NA,1983,1
NA,1,2,0,NA,2,NA,NA,1972,NA
F,0.625,8,0,NA,9,NA,NA,1988,0
NA,NA,1,0,NA,2,NA,NA,1972,NA
NA,0.333333333,3,0,NA,4,NA,NA,1974,1
F,1,5,0,NA,5,NA,NA,1981,1
M,1,1,0,NA,2,NA,NA,1969,1
M,0.333333333,9,0,NA,10,NA,NA,1986,1
NA,0,2,0,NA,3,NA,NA,1974,0
F,1,1,0,NA,2,NA,NA,1970,1
F,1,6,0,NA,7,NA,NA,1985,1
M,0.333333333,3,0,NA,3,NA,NA,1990,1
NA,0,1,1,NA,2,NA,NA,1975,0
NA,0.75,7,0,NA,7,NA,NA,1984,NA
NA,1,3,0,NA,3,NA,NA,1976,1
M,1,3,0,NA,3,NA,NA,1973,NA
F,0.8,5,0,NA,6,NA,NA,1985,1
F,1,3,0,NA,9,NA,NA,1994,1
F,1,1,0,NA,10,NA,NA,1996,1
F,1,1,0,NA,11,NA,NA,1998,1
F,0.571428571,8,0,NA,8,NA,NA,1985,0
M,1,3,0,NA,3,NA,NA,1991,1
M,0.5,7,0,NA,7,NA,NA,1989,0
M,NA,1,0,NA,2,NA,NA,1985,NA
M,0.5,2,0,NA,3,NA,NA,1987,0
M,1,1,0,NA,2,NA,NA,1986,1
M,1,3,0,NA,4,NA,NA,1990,1
M,0,1,0,NA,2,NA,NA,1976,0
M,1,2,0,NA,2,NA,NA,1974,1
F,0,3,0,NA,3,NA,NA,1988,0
F,1,1,0,NA,2,NA,NA,1972,1
F,1,3,0,NA,5,NA,NA,1983,1
F,0.666666667,3,0,NA,8,NA,NA,1990,0
F,1,3,0,NA,10,NA,NA,1994,1
F,1,3,0,NA,3,NA,NA,1994,1
F,1,2,1,NA,3,NA,NA,1989,1
M,1,3,0,NA,3,NA,NA,1982,1
F,1,1,0,NA,2,NA,NA,1974,1
F,0.8,6,0,NA,7,NA,NA,1986,1
M,1,3,0,NA,3,NA,NA,1973,NA
M,0,1,0,NA,2,NA,NA,1981,0
F,1,3,0,NA,4,NA,NA,1985,1
F,1,1,0,NA,5,NA,NA,1988,1
F,0.75,8,0,NA,12,NA,NA,2002,1
F,0.666666667,5,0,NA,6,NA,NA,1987,NA
F,0.5,2,0,NA,7,NA,NA,1989,1
F,0,1,0,NA,2,NA,NA,1977,0
F,1,1,1,NA,3,NA,NA,1979,1
F,NA,1,0,NA,2,NA,NA,1973,NA
NA,1,2,0,NA,2,NA,NA,1976,1
M,0.666666667,5,0,NA,6,NA,NA,1988,0
M,0.9,10,0,NA,15,NA,NA,2004,1
M,1,2,0,NA,2,NA,NA,1981,NA
F,1,3,0,NA,3,NA,NA,1984,1
F,1,1,0,NA,2,NA,NA,1982,1
F,1,3,1,NA,5,NA,NA,1989,1
F,1,3,0,NA,7,NA,NA,1995,1
M,1,7,0,NA,7,NA,NA,1991,1
F,0.666666667,3,1,NA,4,NA,NA,1991,0
F,0.6,5,0,NA,8,NA,NA,1999,1
F,0.8,5,0,NA,5,NA,NA,1985,1
M,0.666666667,3,0,NA,3,NA,NA,1987,0
NA,0,2,0,NA,2,NA,NA,1982,0
M,0.25,5,0,NA,5,NA,NA,1991,0
M,0,2,0,NA,2,NA,NA,1984,0
M,0.857142857,8,0,NA,8,NA,NA,1994,1
NA,1,2,0,NA,2,NA,NA,1982,1
M,NA,1,0,NA,2,NA,NA,1982,NA
M,1,1,0,NA,3,NA,NA,1989,1
M,1,3,0,NA,5,NA,NA,1993,1
M,1,2,0,NA,3,NA,NA,1986,NA
M,1,2,0,NA,4,NA,NA,1991,1
M,0.666666667,7,0,NA,7,0.6481172,NA,1989,0
M,1,2,0,NA,3,NA,NA,1991,1
M,0.666666667,3,0,NA,6,NA,NA,1998,1
M,0,1,0,NA,6,NA,NA,2008,0
M,NA,1,0,NA,2,NA,NA,1986,NA
M,1,1,0,NA,3,NA,NA,1989,1
M,0.727272727,11,0,NA,13,NA,1.684725,2007,0
F,1,3,0,NA,4,NA,NA,1987,1
F,1,1,0,NA,5,NA,NA,1990,1
F,0.666666667,6,0,NA,10,NA,NA,1999,0
M,0.666666667,5,0,NA,5,NA,NA,1987,1
F,1,2,0,NA,2,NA,NA,1980,1
M,0,2,0,NA,3,NA,NA,1984,NA
M,0.333333333,6,0,NA,8,NA,NA,1990,1
F,0.5,4,0,NA,4,NA,NA,1982,NA
F,1,4,0,NA,4,NA,NA,1984,NA
F,1,3,0,NA,3,NA,NA,1980,NA
F,1,3,0,NA,3,NA,NA,1986,1
M,0.714285714,7,0,NA,7,NA,NA,1996,1
F,1,7,0,NA,7,NA,NA,1993,1
M,0.6,5,0,NA,5,NA,NA,1995,1
M,0.428571429,8,0,NA,9,NA,NA,1995,0
M,1,5,0,NA,13,NA,1.448773,2005,1
M,1,2,0,NA,2,NA,3.503159,1979,NA
M,1,3,0,NA,4,NA,NA,1990,1
M,1,4,0,NA,8,NA,NA,2001,1
M,0.666666667,3,0,NA,10,NA,NA,2004,1
NA,0,1,0,NA,2,NA,NA,1990,0
F,NA,1,0,NA,2,NA,NA,1980,NA
F,1,3,0,NA,5,NA,NA,1986,1
F,1,2,1,NA,7,NA,NA,1990,1
F,1,3,0,NA,9,NA,3.503159,1994,1
M,NA,1,1,NA,2,NA,NA,1980,NA
M,0.8,6,0,NA,7,NA,NA,1996,1
M,NA,1,1,NA,2,NA,NA,1988,NA
M,0.428571429,7,0,NA,8,NA,NA,1992,1
M,0.666666667,3,0,NA,11,NA,NA,2002,1
M,1,1,0,NA,11,NA,1.224748,2008,1
F,NA,1,1,NA,2,NA,NA,1998,NA
F,1,2,0,NA,2,NA,NA,1984,NA
F,0.8,5,0,NA,5,NA,NA,1994,0
M,1,2,0,NA,2,NA,NA,1985,1
F,0,2,0,NA,2,NA,NA,1979,NA
M,1,2,0,NA,2,NA,NA,1979,NA
M,NA,2,0,NA,3,NA,NA,1981,NA
M,0.5,2,0,NA,4,NA,NA,1982,1
M,1,4,0,NA,5,NA,NA,1986,1
M,0.8,10,0,NA,14,NA,0.5198069,2003,1
M,0.666666667,3,0,NA,4,NA,NA,1991,0
M,1,1,0,NA,5,NA,NA,1999,1
NA,1,4,0,NA,4,NA,NA,1983,1
M,0.6,5,0,NA,5,NA,NA,2005,0
F,0,2,0,NA,2,NA,NA,1982,NA
M,1,6,0,NA,6,NA,NA,1993,1
M,1,2,0,NA,2,NA,NA,1987,1
M,0.8,10,0,NA,10,NA,NA,2008,0
M,0.714285714,7,0,NA,7,NA,NA,1999,1
F,0.5,2,0,NA,2,NA,NA,1971,0
NA,0.5,2,0,NA,2,NA,NA,1970,0
F,NA,1,0,NA,2,NA,NA,1982,NA
F,1,2,0,NA,3,NA,NA,1984,1
F,0.5,5,0,NA,5,NA,NA,1983,1
M,1,4,0,NA,5,NA,NA,1998,NA
M,0,1,0,NA,5,NA,NA,2011,0
F,1,1,1,NA,2,NA,NA,1981,1
F,NA,1,0,NA,3,NA,NA,1986,NA
F,0.8,5,0,NA,7,NA,NA,1995,1
M,0.8,5,0,NA,5,NA,NA,1989,1
F,0.5,3,0,NA,3,NA,NA,1982,1
M,1,1,0,NA,2,NA,NA,1984,1
F,1,1,0,NA,2,NA,NA,1981,1
NA,1,2,0,NA,2,NA,NA,1972,1
F,0.8,5,0,NA,6,NA,NA,1992,1
F,1,6,0,NA,6,NA,NA,1990,1
F,0.666666667,9,0,NA,10,NA,NA,1992,1
M,0,2,0,NA,2,NA,NA,2002,0
F,0.333333333,4,0,NA,4,NA,NA,1986,0
F,NA,1,0,NA,2,NA,NA,1983,NA
F,0,1,0,NA,3,NA,NA,1986,0
F,0.6,5,0,NA,7,NA,NA,1993,1
F,0.666666667,6,0,NA,6,NA,NA,1994,1
F,0,4,0,NA,4,NA,NA,1987,0
M,1,1,0,NA,2,NA,NA,1987,1
M,0.5,2,0,NA,4,NA,NA,1998,1
M,0.5,2,0,NA,5,NA,NA,2004,0
F,1,1,0,NA,2,NA,NA,1969,1
F,0.666666667,5,0,NA,6,NA,NA,1977,0
F,0.666666667,3,0,NA,3,NA,NA,1988,1
M,0.333333333,4,0,NA,5,NA,NA,1986,0
M,1,1,0,NA,6,NA,NA,1993,1
M,1,1,0,NA,6,NA,NA,2005,1
F,1,3,0,NA,3,NA,NA,1986,1
F,0.5,3,0,NA,3,NA,-0.05122678,1988,0
F,1,2,0,NA,3,NA,NA,1985,1
F,0.666666667,3,0,NA,5,NA,NA,1988,1
M,0.714285714,7,0,NA,8,NA,NA,2002,1
M,0,1,0,NA,8,NA,NA,2005,0
F,1,2,0,NA,2,NA,NA,1991,1
F,0,1,0,NA,2,NA,NA,1995,0
F,0.5,2,0,NA,3,NA,NA,1996,1
F,1,1,0,NA,2,NA,NA,1996,1
F,0.5,2,1,NA,4,NA,NA,1999,1
F,0.5,4,0,NA,4,NA,NA,1998,1
NA,1,2,0,NA,2,NA,NA,1970,NA
NA,1,1,1,NA,2,NA,NA,1971,1
NA,0.5,2,0,NA,4,NA,NA,1975,1
M,0.666666667,3,0,NA,4,NA,NA,1972,1
M,1,2,0,NA,5,NA,NA,1974,1
F,1,1,0,NA,2,NA,NA,1970,1
F,0,1,0,NA,3,NA,NA,1973,0
F,1,1,0,NA,4,NA,NA,1981,1
F,0,2,0,NA,5,NA,NA,1983,0
NA,1,4,0,NA,4,NA,NA,1974,1
NA,0.5,3,0,NA,3,NA,NA,1972,1
NA,1,2,0,NA,2,NA,NA,1971,1
NA,0,1,0,NA,2,NA,NA,1968,0
NA,0.333333333,3,0,NA,4,NA,NA,1971,0
NA,1,3,0,NA,3,NA,NA,1970,NA
M,NA,1,0,NA,2,NA,NA,1973,NA
F,1,2,0,NA,3,NA,NA,1972,1
F,1,4,0,NA,7,NA,NA,1984,NA
F,1,4,0,NA,10,NA,NA,1990,1
F,1,1,1,NA,2,NA,NA,1969,1
F,0.666666667,3,0,NA,4,NA,NA,1984,1
NA,NA,1,0,NA,2,NA,NA,1983,NA
NA,NA,1,0,NA,2,NA,NA,1984,NA
M,1,4,0,NA,5,NA,NA,1980,1
NA,0.666666667,3,0,NA,3,NA,NA,1969,1
M,1,1,0,NA,2,NA,NA,1972,1
M,1,1,0,NA,3,NA,NA,1975,1
M,0,1,0,NA,3,NA,NA,1988,0
M,1,2,0,NA,2,NA,NA,1968,1
NA,1,2,0,NA,2,NA,NA,1968,1
M,0.666666667,3,1,NA,4,NA,NA,1975,1
M,1,1,1,NA,2,NA,NA,1970,1
M,1,3,0,NA,4,NA,NA,1975,1
M,1,1,1,NA,2,NA,NA,1968,1
F,1,3,0,NA,3,NA,NA,1971,1
M,1,2,0,NA,3,NA,NA,1972,1
M,0,2,0,NA,4,NA,NA,1973,NA
NA,0.6,6,0,NA,6,NA,NA,1976,0
F,0.5,2,0,NA,2,NA,NA,1970,1
M,0.5,2,0,NA,2,NA,NA,1970,1
F,0.333333333,4,0,NA,4,NA,NA,1977,0
M,0,3,0,NA,4,NA,NA,1980,0
M,NA,1,0,NA,5,NA,NA,1984,NA
M,NA,1,0,NA,5,NA,NA,2000,NA
M,0.8,6,0,NA,6,NA,NA,1979,NA
M,1,1,0,NA,2,NA,NA,1969,1
M,1,1,0,NA,3,NA,NA,1973,1
M,1,3,0,NA,3,NA,NA,1973,NA
F,1,3,0,NA,3,NA,NA,1973,NA
M,1,2,0,NA,3,NA,NA,1972,1
M,1,2,0,NA,5,NA,NA,1977,1
M,0.75,5,0,NA,9,NA,NA,1985,1
NA,1,2,0,NA,2,NA,NA,1973,NA
M,1,1,0,NA,2,NA,NA,1975,1
M,1,2,0,NA,3,NA,NA,1977,1
M,1,2,0,NA,2,NA,NA,1972,1
F,0.75,4,0,NA,4,NA,NA,1974,1
M,1,1,1,NA,2,NA,NA,1970,1
M,1,3,0,NA,3,NA,NA,1976,1
M,1,1,1,NA,2,NA,NA,1969,1
M,0.5,4,0,NA,6,NA,NA,1977,NA
M,1,6,0,NA,6,NA,NA,1979,NA
F,1,1,0,NA,2,NA,NA,1982,1
F,1,1,0,NA,3,NA,NA,1987,1
F,0.75,4,0,NA,6,NA,NA,1992,1
M,1,1,1,NA,2,NA,NA,1970,1
M,1,2,0,NA,3,NA,NA,1972,1
M,1,3,0,NA,3,NA,NA,1976,1
M,0,3,0,NA,3,NA,NA,1974,0
F,0.833333333,9,0,NA,10,NA,NA,1990,1
F,1,3,0,NA,4,NA,NA,1977,1
M,0,1,0,NA,2,NA,NA,1977,0
M,1,1,0,NA,2,NA,NA,1984,1
F,1,2,0,NA,2,NA,NA,1968,1
M,1,2,0,NA,3,NA,NA,1971,1
M,0.666666667,3,0,NA,5,NA,NA,1987,1
NA,1,2,0,NA,2,NA,NA,1968,1
NA,NA,3,0,NA,3,NA,NA,1970,NA
F,1,1,1,NA,2,NA,NA,1968,1
M,1,2,0,NA,2,NA,NA,1971,1
M,0,1,0,NA,2,NA,NA,1969,0
M,0,2,0,NA,3,NA,NA,1970,NA
M,1,2,0,NA,3,NA,NA,1972,1
M,1,3,0,NA,5,NA,NA,1976,1
NA,1,1,0,NA,2,NA,NA,1980,1
NA,0.5,2,0,NA,2,NA,NA,1970,0
F,1,2,0,NA,2,NA,NA,1968,1
F,1,2,0,NA,3,NA,NA,1975,1
F,0,5,0,NA,8,NA,NA,1987,0
F,1,1,0,NA,9,NA,NA,1990,1
F,1,2,0,NA,10,NA,NA,1995,1
F,NA,1,0,NA,2,NA,NA,1975,NA
M,0.875,10,0,NA,10,NA,NA,1994,1
NA,0.5,2,0,NA,2,NA,NA,1972,1
F,0,2,0,NA,2,NA,NA,1970,0
F,0.666666667,3,0,NA,3,NA,NA,1974,1
M,0.666666667,5,0,NA,5,NA,NA,1977,0
F,0.666666667,5,0,NA,5,NA,NA,1985,0
NA,1,2,0,NA,2,NA,NA,1975,NA
NA,1,1,0,NA,2,NA,NA,1971,1
NA,0.5,2,0,NA,3,NA,NA,1972,1
F,NA,2,0,NA,2,NA,NA,1973,NA
NA,0.5,2,0,NA,3,NA,NA,1974,1
NA,1,1,0,NA,4,NA,NA,1977,1
NA,1,3,0,NA,3,NA,NA,1973,NA
NA,0.5,3,0,NA,3,NA,NA,1972,1
NA,0.666666667,3,0,NA,3,NA,NA,1972,1
M,0.5,3,0,NA,4,NA,NA,1976,1
M,0.5,2,0,NA,5,NA,NA,1985,0
F,NA,1,1,NA,2,NA,NA,1978,NA
NA,1,2,0,NA,2,NA,NA,1974,1
NA,0,2,0,NA,2,NA,NA,1973,0
